RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
136,4,33399,Adam Hadwin,56.10%,262,467
136,4,27129,Luke List,56.10%,193,344
138,4,27214,Kevin Streelman,56.08%,166,296
139,4,46340,Alex Smalley,56.03%,158,282
140,4,57362,Austin Eckroat,55.91%,279,499
141,4,52453,Nicolai Højgaard,55.87%,200,358
142,4,29936,Ryan Fox,55.67%,221,397
143,4,27649,Brandt Snedeker,55.59%,174,313
144,4,36326,David Lipsky,55.56%,160,288
144,4,37275,Sam Ryder,55.56%,180,324
146,4,27064,Jhonattan Vegas,55.51%,136,245
147,4,46113,Ryan McCormick,55.39%,149,269
148,4,37378,Min Woo Lee,55.20%,207,375
149,7,46717,Viktor Hovland,55.15%,182,330
150,3,28420,Ryan Brehm,55.09%,157,285
151,3,60067,Joe Highsmith,54.87%,152,277
152,3,47420,Jake Knapp,54.85%,243,443
153,4,35310,Lanto Griffin,54.62%,136,249
154,4,40026,Daniel Berger,54.42%,154,283
155,4,59866,Nick Dunlap,54.26%,223,411
156,4,34046,Jordan Spieth,53.95%,232,430
157,4,50493,Justin Suh,53.68%,175,326
158,4,50497,Adrien Dumont de Chassart,53.31%,177,332
159,4,48319,Tom Whitney,53.23%,140,263
160,4,48699,Callum Tarren,52.78%,171,324
161,4,48119,Ben Taylor,52.63%,160,304
162,4,51070,Vincent Norrman,51.79%,145,280
163,4,38991,Alejandro Tosti,51.36%,170,331
164,4,31323,Gary Woodland,50.97%,211,414
