TOURNAMENT_NAME,ROUND_DATE,ROUND_NUMBER,ELEVATION,TEMPERATURE,PRECIPITATION,WIND_SPEED,WIND_DIRECTION,COURSE_NAME,COURSE_LOCATION,PLAYER_NAME,PAR,LENGTH,SCORE,TOTAL_SCORE
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Adam Svensson,71,7322,72,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Adam Svensson,71,7322,67,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Adam Svensson,71,7322,70,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",J.T. Poston,71,7322,68,276
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",J.T. Poston,71,7322,71,276
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",J.T. Poston,71,7322,66,276
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",J.T. Poston,71,7322,71,276
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Byeong Hun An,71,7322,67,277
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Byeong Hun An,71,7322,72,277
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Byeong Hun An,71,7322,70,277
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Byeong Hun An,71,7322,68,277
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Max Homa,71,7322,73,277
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Max Homa,71,7322,65,277
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Max Homa,71,7322,70,277
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Max Homa,71,7322,69,277
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Cameron Young,71,7322,72,277
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Cameron Young,71,7322,66,277
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Cameron Young,71,7322,69,277
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Cameron Young,71,7322,70,277
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Collin Morikawa,71,7322,70,278
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Collin Morikawa,71,7322,71,278
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Collin Morikawa,71,7322,70,278
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Collin Morikawa,71,7322,67,278
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Ludvig Åberg,71,7322,68,278
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Ludvig Åberg,71,7322,72,278
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Ludvig Åberg,71,7322,70,278
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Ludvig Åberg,71,7322,68,278
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Viktor Hovland,71,7322,70,278
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Viktor Hovland,71,7322,69,278
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Viktor Hovland,71,7322,70,278
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Viktor Hovland,71,7322,69,278
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Adam Scott,71,7322,72,278
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Adam Scott,71,7322,68,278
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Adam Scott,71,7322,67,278
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Adam Scott,71,7322,71,278
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Tony Finau,71,7322,70,278
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Tony Finau,71,7322,67,278
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Tony Finau,71,7322,70,278
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Tony Finau,71,7322,71,278
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Lee Hodges,71,7322,69,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Lee Hodges,71,7322,74,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Lee Hodges,71,7322,69,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Lee Hodges,71,7322,67,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Tom Kim,71,7322,69,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Tom Kim,71,7322,69,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Tom Kim,71,7322,72,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Tom Kim,71,7322,69,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Rory McIlroy,71,7322,74,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Rory McIlroy,71,7322,66,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Rory McIlroy,71,7322,69,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Rory McIlroy,71,7322,70,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Russell Henley,71,7322,70,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Russell Henley,71,7322,69,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Russell Henley,71,7322,69,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Russell Henley,71,7322,71,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Christiaan Bezuidenhout,71,7322,69,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Christiaan Bezuidenhout,71,7322,69,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Christiaan Bezuidenhout,71,7322,70,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Christiaan Bezuidenhout,71,7322,71,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Beau Hossler,71,7322,68,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Beau Hossler,71,7322,70,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Beau Hossler,71,7322,68,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Beau Hossler,71,7322,73,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Corey Conners,71,7322,70,279
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Corey Conners,71,7322,65,279
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Corey Conners,71,7322,70,279
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Corey Conners,71,7322,74,279
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Taylor Moore,71,7322,69,280
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Taylor Moore,71,7322,73,280
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Taylor Moore,71,7322,68,280
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Taylor Moore,71,7322,70,280
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Séamus Power,71,7322,74,280
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Séamus Power,71,7322,68,280
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Séamus Power,71,7322,67,280
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Séamus Power,71,7322,71,280
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Brendon Todd,71,7322,68,280
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Brendon Todd,71,7322,71,280
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Brendon Todd,71,7322,69,280
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Brendon Todd,71,7322,72,280
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Mackenzie Hughes,71,7322,69,280
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Mackenzie Hughes,71,7322,65,280
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Mackenzie Hughes,71,7322,72,280
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Mackenzie Hughes,71,7322,74,280
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Rickie Fowler,71,7322,70,281
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Rickie Fowler,71,7322,69,281
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Rickie Fowler,71,7322,71,281
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Rickie Fowler,71,7322,71,281
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Lucas Glover,71,7322,69,281
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Lucas Glover,71,7322,71,281
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Lucas Glover,71,7322,68,281
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Lucas Glover,71,7322,73,281
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Sahith Theegala,71,7322,72,282
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Sahith Theegala,71,7322,69,282
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Sahith Theegala,71,7322,70,282
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Sahith Theegala,71,7322,71,282
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Ben Griffin,71,7322,72,282
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Ben Griffin,71,7322,69,282
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Ben Griffin,71,7322,66,282
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Ben Griffin,71,7322,75,282
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Nicolai Højgaard,71,7322,70,283
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Nicolai Højgaard,71,7322,71,283
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Nicolai Højgaard,71,7322,73,283
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Nicolai Højgaard,71,7322,69,283
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Gary Woodland,71,7322,70,283
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Gary Woodland,71,7322,72,283
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Gary Woodland,71,7322,70,283
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Gary Woodland,71,7322,71,283
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Denny McCarthy,71,7322,69,283
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Denny McCarthy,71,7322,74,283
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Denny McCarthy,71,7322,68,283
2024 The Genesis Invitational,2024-02-18,4,106.0,54.8,0.055,5.6,119,Riviera Country Club,"Pacific Palisades, CA",Denny McCarthy,71,7322,72,283
2024 The Genesis Invitational,2024-02-15,1,106.0,51.8,0.0,7.1,266,Riviera Country Club,"Pacific Palisades, CA",Nick Taylor,71,7322,70,283
2024 The Genesis Invitational,2024-02-16,2,106.0,55.0,0.0,8.7,352,Riviera Country Club,"Pacific Palisades, CA",Nick Taylor,71,7322,69,283
2024 The Genesis Invitational,2024-02-17,3,106.0,54.5,0.0,5.9,68,Riviera Country Club,"Pacific Palisades, CA",Nick Taylor,71,7322,70,283
