RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
44,0,34466,Peter Malnati,28.63,1861,65,24
47,0,60004,Jacob Bridgeman,28.64,1604,56,23
48,0,39977,Max Homa,28.65,2149,75,23
49,0,30926,Chris Kirk,28.66,2035,71,22
50,0,40058,Zac Blair,28.67,1720,60,24
50,0,54591,Ben Griffin,28.67,2466,86,23
50,0,47995,Davis Riley,28.67,1749,61,22
53,0,33948,Byeong Hun An,28.68,2151,75,24
53,0,59866,Nick Dunlap,28.68,1807,63,21
55,0,36801,Mark Hubbard,28.71,2211,77,23
56,0,25493,Nick Taylor,28.72,1982,69,22
57,0,33408,Tyson Alexander,28.73,1580,55,23
57,0,57366,Cameron Young,28.73,2327,81,24
59,0,49947,Taylor Moore,28.75,2329,81,23
59,0,27349,Alex Noren,28.75,1984,69,24
61,0,57362,Austin Eckroat,28.77,2244,78,23
61,0,58168,Davis Thompson,28.77,2359,82,19
63,0,35461,Beau Hossler,28.78,1871,65,19
63,0,55182,Tom Kim,28.78,2216,77,23
63,0,32640,Troy Merritt,28.78,1727,60,23
63,0,51634,Sahith Theegala,28.78,2561,89,24
67,0,39975,Michael Kim,28.80,1757,61,24
68,0,36799,Stephan Jaeger,28.81,1988,69,24
68,0,54783,Dylan Wu,28.81,1786,62,21
70,0,59836,Pierceson Coody,28.82,1787,62,20
71,0,34374,Erik Barnes,28.83,1211,42,23
72,0,12716,Charley Hoffman,28.84,1615,56,25
73,0,39327,Ben Silverman,28.86,2020,70,23
74,0,32102,Rickie Fowler,28.89,1878,65,24
74,0,55893,Sam Stevens,28.89,2138,74,22
76,0,27936,Martin Laird,28.90,1503,52,23
76,0,47983,Chad Ramey,28.90,1734,60,23
78,0,32791,K.H. Lee,28.91,1619,56,22
78,0,47347,Adam Schenk,28.91,2197,76,24
80,0,30911,Tommy Fleetwood,28.93,2054,71,21
80,0,34256,Andrew Putnam,28.93,1938,67,23
80,0,49960,Sepp Straka,28.93,2170,75,24
83,0,28252,Seamus Power,28.95,2229,77,22
84,0,25900,Lucas Glover,28.96,2114,73,24
84,0,33486,Roger Sloan,28.96,1448,50,21
84,0,52666,Sami Valimaki,28.96,1390,48,24
87,0,24024,Zach Johnson,28.98,1275,44,24
87,0,33968,Thorbjørn Olesen,28.98,1391,48,23
87,0,55454,Carl Yuan,28.98,1391,48,22
90,0,33141,Keegan Bradley,28.99,2290,79,24
91,0,32367,Jorge Campillo,29.00,1508,52,24
91,0,59095,Chris Gotterup,29.00,1769,61,23
91,0,51997,Andrew Novak,29.00,1856,64,25
94,0,29725,Tony Finau,29.01,2292,79,24
94,0,48117,Kurt Kitayama,29.01,1944,67,24
94,0,33204,Shane Lowry,29.01,2031,70,24
97,0,31646,Emiliano Grillo,29.02,2351,81,23
97,0,28775,Nate Lashley,29.02,1451,50,24
97,0,30163,Henrik Norlander,29.02,1277,44,23
97,0,50484,Hayden Springer,29.02,1509,52,21
101,0,54421,Garrick Higgo,29.03,1713,59,23
101,0,47420,Jake Knapp,29.03,2061,71,23
103,0,40162,Justin Lower,29.04,2178,75,23
103,0,46113,Ryan McCormick,29.04,1336,46,22
105,0,37275,Sam Ryder,29.07,1657,57,24
105,0,40006,Erik van Rooyen,29.07,1948,67,23
107,0,37378,Min Woo Lee,29.08,1803,62,24
108,0,55708,Hayden Buckley,29.09,1658,57,23
109,0,59143,Mac Meissner,29.10,1746,60,24
110,0,59442,Parker Coody,29.11,1601,55,23
110,0,48119,Ben Taylor,29.11,1339,46,24
110,0,32333,Kevin Tway,29.11,1281,44,25
113,0,34587,Chan Kim,29.12,1922,66,23
114,0,34563,Chesson Hadley,29.13,1515,52,24
114,0,48153,Matthieu Pavon,29.13,1835,63,24
114,0,36699,Patrick Rodgers,29.13,2272,78,23
117,0,54628,Lee Hodges,29.16,2129,73,23
118,0,40115,Adam Svensson,29.17,2538,87,22
119,0,50493,Justin Suh,29.18,1634,56,24
120,0,52374,Brandon Wu,29.20,1781,61,24
121,0,29936,Ryan Fox,29.21,1811,62,25
121,0,29908,C.T. Pan,29.21,1373,47,22
123,0,51349,Nico Echavarria,29.22,1870,64,23
124,0,39324,J.J. Spaun,29.25,1784,61,24
125,0,32757,Patton Kizzire,29.26,1346,46,23
125,0,47679,Victor Perez,29.26,1990,68,23
127,0,47483,Will Zalatoris,29.27,1815,62,24
128,0,27649,Brandt Snedeker,29.28,1464,50,24
128,0,48887,Matt Wallace,29.28,1757,60,23
130,0,60067,Joe Highsmith,29.30,1465,50,25
131,0,39997,Corey Conners,29.32,2551,87,23
132,0,51287,Ryo Hisatsune,29.33,1936,66,24
132,0,51696,Rico Hoey,29.33,1760,60,25
134,0,27214,Kevin Streelman,29.35,1497,51,24
134,0,52513,Carson Young,29.35,1761,60,24
136,0,46414,Aaron Rai,29.36,2525,86,25
137,0,39546,Keith Mitchell,29.38,2027,69,23
137,0,48867,Matti Schmid,29.38,1763,60,25
139,0,36884,Ben Kohles,29.40,1911,65,24
139,0,26596,Ryan Moore,29.40,1705,58,24
139,0,26476,Chez Reavie,29.40,1529,52,23
142,0,27139,David Skinns,29.41,1706,58,26
143,0,50497,Adrien Dumont de Chassart,29.45,1649,56,21
143,0,38991,Alejandro Tosti,29.45,1561,53,23
145,0,32070,Rafael Campos,29.48,1356,46,25
145,0,52372,Cameron Champ,29.48,1297,44,26
147,0,27129,Luke List,29.53,1683,57,25
148,0,52453,Nicolai Højgaard,29.58,1686,57,25
149,0,52375,Doug Ghim,29.60,1924,65,24
150,0,34255,Joseph Bramlett,29.62,1777,60,24
151,0,36326,David Lipsky,29.64,1571,53,24
152,0,31323,Gary Woodland,29.65,1957,66,23
153,0,46340,Alex Smalley,29.67,1543,52,25
154,0,34076,Joel Dahmen,29.72,2021,68,24
155,0,45609,Tyler Duncan,29.73,1546,52,24
156,0,27064,Jhonattan Vegas,29.76,1607,54,26
157,0,54576,Patrick Fishburn,29.83,1432,48,24
158,0,28420,Ryan Brehm,29.89,1375,46,24
159,0,37212,Paul Barjon,29.90,1196,40,25
160,0,47988,Nick Hardy,29.93,2065,69,22
161,0,40026,Daniel Berger,29.94,1557,52,21
161,0,35310,Lanto Griffin,29.94,1557,52,26
163,0,47663,Kevin Dougherty,29.96,1438,48,26
164,0,51890,Greyson Sigg,29.97,1798,60,23
165,0,48699,Callum Tarren,30.00,1560,52,23
166,0,36871,Matt NeSmith,30.02,1741,58,24
167,0,45242,Kevin Yu,30.04,1712,57,24
168,0,48319,Tom Whitney,30.06,1503,50,25
169,0,51070,Vincent Norrman,30.84,1511,49,23
