RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
80,0,32757,Patton Kizzire,300.9,27380,91
80,0,59143,Mac Meissner,300.9,36112,120
80,0,48153,Matthieu Pavon,300.9,37915,126
83,0,28089,Jason Day,300.8,41515,138
84,0,57362,Austin Eckroat,300.6,46888,156
84,0,39977,Max Homa,300.6,45087,150
84,0,50493,Justin Suh,300.6,33666,112
84,0,48119,Ben Taylor,300.6,27652,92
88,0,30911,Tommy Fleetwood,300.4,42662,142
88,0,33204,Shane Lowry,300.4,42049,140
90,0,56630,Akshay Bhatia,299.8,51557,172
90,0,32839,Hideki Matsuyama,299.8,41966,140
92,0,52514,Trace Crowe,299.5,27852,93
92,0,51997,Andrew Novak,299.5,38332,128
94,0,34099,Harris English,299.4,44906,150
94,0,29420,Billy Horschel,299.4,45502,152
94,0,34587,Chan Kim,299.4,39524,132
97,0,35461,Beau Hossler,299.3,38903,130
97,0,39971,Sungjae Im,299.3,49676,166
97,0,48887,Matt Wallace,299.3,35920,120
100,0,30926,Chris Kirk,299.1,42467,142
101,0,40098,Matt Fitzpatrick,299.0,42456,142
102,0,55182,Tom Kim,298.7,46002,154
102,0,28252,Seamus Power,298.7,46002,154
104,0,39324,J.J. Spaun,298.5,36423,122
105,0,60004,Jacob Bridgeman,298.3,33406,112
105,0,57975,Harry Hall,298.3,38180,128
105,0,52666,Sami Valimaki,298.3,28640,96
108,0,47591,Eric Cole,298.2,55472,186
109,0,35506,Mackenzie Hughes,298.1,49484,166
110,0,32102,Rickie Fowler,297.7,38698,130
110,0,36871,Matt NeSmith,297.7,34236,115
112,0,33399,Adam Hadwin,297.6,43454,146
113,0,22405,Justin Rose,297.5,36295,122
114,0,40115,Adam Svensson,297.4,51739,174
115,0,34466,Peter Malnati,297.1,38621,130
116,0,32367,Jorge Campillo,296.7,30559,103
117,0,55708,Hayden Buckley,296.4,33784,114
118,0,40026,Daniel Berger,296.3,30811,104
119,0,35532,Tom Hoge,296.2,53901,182
119,0,52513,Carson Young,296.2,35540,120
121,0,48319,Tom Whitney,296.1,29609,100
122,0,50525,Collin Morikawa,296.0,44399,150
123,0,51287,Ryo Hisatsune,295.7,38738,131
124,0,40162,Justin Lower,295.6,44338,150
125,0,27349,Alex Noren,295.5,40775,138
126,0,45609,Tyler Duncan,295.3,30413,103
127,0,37455,Si Woo Kim,294.9,48960,166
127,0,49960,Sepp Straka,294.9,44238,150
129,0,27214,Kevin Streelman,294.8,29771,101
130,0,54591,Ben Griffin,294.7,50691,172
130,0,54628,Lee Hodges,294.7,43021,146
132,0,51349,Nico Echavarria,294.4,37686,128
132,0,52375,Doug Ghim,294.4,38271,130
134,0,54783,Dylan Wu,294.2,36476,124
135,0,52374,Brandon Wu,294.1,35592,121
136,0,57900,Chandler Phillips,294.0,37047,126
137,0,34076,Joel Dahmen,293.9,39971,136
137,0,36801,Mark Hubbard,293.9,45261,154
139,0,46414,Aaron Rai,293.8,50537,172
140,0,27644,Brian Harman,293.5,48729,166
141,0,29908,C.T. Pan,293.3,27571,94
142,0,30163,Henrik Norlander,293.2,25799,88
143,0,39327,Ben Silverman,293.1,41034,140
144,0,47983,Chad Ramey,293.0,35160,120
144,0,51890,Greyson Sigg,293.0,35159,120
146,0,32640,Troy Merritt,292.7,35128,120
147,0,31646,Emiliano Grillo,292.3,47355,162
148,0,49771,J.T. Poston,291.9,44953,154
149,0,37275,Sam Ryder,291.4,33224,114
150,0,34098,Russell Henley,291.3,42534,146
150,0,28775,Nate Lashley,291.3,29133,100
150,0,47993,Denny McCarthy,291.3,48358,166
150,0,25493,Nick Taylor,291.3,40199,138
154,0,45522,Christiaan Bezuidenhout,290.7,44184,152
154,0,33486,Roger Sloan,290.7,29068,100
156,0,46441,Robby Shelton,290.3,33672,116
157,0,27936,Martin Laird,289.4,29813,103
158,0,36326,David Lipsky,288.5,30582,106
159,0,36884,Ben Kohles,288.4,37488,130
160,0,23108,Matt Kuchar,288.3,32867,114
161,0,26596,Ryan Moore,288.1,33418,116
162,0,25900,Lucas Glover,287.6,41992,146
163,0,26476,Chez Reavie,286.1,29755,104
164,0,24024,Zach Johnson,284.3,25016,88
165,0,22371,Aaron Baddeley,284.2,32402,114
166,0,27649,Brandt Snedeker,282.0,28199,100
167,0,34256,Andrew Putnam,281.5,37725,134
168,0,40058,Zac Blair,281.1,33731,120
169,0,30927,Brendon Todd,280.4,48798,174
