RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
97,1,46113,Ryan McCormick,29.02,1277,44,22
97,1,37275,Sam Ryder,29.02,1596,55,24
102,1,47420,Jake Knapp,29.03,2061,71,23
103,1,55708,Hayden Buckley,29.04,1597,55,23
104,1,48119,Ben Taylor,29.05,1278,44,24
105,1,34587,Chan Kim,29.06,1802,62,23
105,1,28775,Nate Lashley,29.06,1395,48,24
107,1,40006,Erik van Rooyen,29.07,1948,67,23
108,1,59442,Parker Coody,29.08,1541,53,23
108,1,36699,Patrick Rodgers,29.08,2152,74,23
108,1,50493,Justin Suh,29.08,1512,52,24
111,2,59095,Chris Gotterup,29.10,1717,59,23
112,2,40162,Justin Lower,29.11,2067,71,23
113,3,54628,Lee Hodges,29.13,2068,71,23
113,3,29908,C.T. Pan,29.13,1340,46,22
113,5,48153,Matthieu Pavon,29.13,1835,63,24
116,3,29936,Ryan Fox,29.21,1811,62,25
116,3,34563,Chesson Hadley,29.21,1402,48,24
118,3,51349,Nico Echavarria,29.23,1812,62,23
119,3,40115,Adam Svensson,29.24,2427,83,22
119,3,52513,Carson Young,29.24,1696,58,24
121,3,36884,Ben Kohles,29.25,1784,61,24
122,3,47679,Victor Perez,29.26,1990,68,23
122,3,39324,J.J. Spaun,29.26,1668,57,24
124,3,47483,Will Zalatoris,29.27,1815,62,24
125,3,60067,Joe Highsmith,29.28,1347,46,25
125,3,48887,Matt Wallace,29.28,1757,60,23
125,3,52374,Brandon Wu,29.28,1669,57,24
128,3,51287,Ryo Hisatsune,29.33,1936,66,24
128,3,27649,Brandt Snedeker,29.33,1349,46,24
130,3,39997,Corey Conners,29.34,2435,83,23
130,3,51696,Rico Hoey,29.34,1643,56,25
132,3,27214,Kevin Streelman,29.35,1438,49,24
132,3,38991,Alejandro Tosti,29.35,1497,51,23
134,4,46414,Aaron Rai,29.36,2525,86,25
135,2,27139,David Skinns,29.39,1587,54,26
136,2,48867,Matti Schmid,29.41,1647,56,25
137,3,50497,Adrien Dumont de Chassart,29.43,1589,54,21
137,3,39546,Keith Mitchell,29.43,1913,65,23
137,3,26596,Ryan Moore,29.43,1648,56,24
140,3,52372,Cameron Champ,29.48,1238,42,26
141,3,26476,Chez Reavie,29.50,1416,48,23
142,3,34255,Joseph Bramlett,29.52,1712,58,24
143,3,27129,Luke List,29.53,1683,57,25
144,3,31323,Gary Woodland,29.55,1891,64,23
145,3,52375,Doug Ghim,29.57,1804,61,24
145,3,32757,Patton Kizzire,29.57,1242,42,25
147,3,52453,Nicolai Højgaard,29.58,1686,57,25
147,3,46340,Alex Smalley,29.58,1479,50,25
149,4,45609,Tyler Duncan,29.70,1485,50,24
150,4,27064,Jhonattan Vegas,29.74,1487,50,26
151,4,28420,Ryan Brehm,29.77,1310,44,24
152,4,34076,Joel Dahmen,29.81,1908,64,24
153,5,47663,Kevin Dougherty,29.86,1314,44,26
153,5,54576,Patrick Fishburn,29.86,1314,44,24
155,5,36326,David Lipsky,29.88,1464,49,24
155,5,36871,Matt NeSmith,29.88,1673,56,24
157,5,47988,Nick Hardy,29.89,1943,65,22
158,5,40026,Daniel Berger,29.94,1497,50,21
159,5,35310,Lanto Griffin,29.96,1438,48,26
160,5,48699,Callum Tarren,29.98,1499,50,23
161,5,45242,Kevin Yu,30.04,1712,57,24
162,5,51890,Greyson Sigg,30.05,1683,56,23
163,5,48319,Tom Whitney,30.15,1387,46,25
164,5,51070,Vincent Norrman,30.84,1511,49,23
