PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS,R2_PUTTS
54591,Ben Griffin,2023 THE PLAYERS Championship,61.11,291.8,42.86,71.43,28.0,24,27
27644,Brian Harman,2023 THE PLAYERS Championship,61.11,281.8,73.21,64.29,27.75,26,29
48081,Xander Schauffele,2023 THE PLAYERS Championship,61.11,293.4,51.79,50.0,28.0,25,29
32139,Danny Willett,2023 THE PLAYERS Championship,61.11,289.1,55.36,75.0,27.25,28,29
47483,Will Zalatoris,2023 THE PLAYERS Championship,61.11,293.0,48.21,50.0,30.5,29,25
25900,Lucas Glover,2023 THE PLAYERS Championship,59.72,278.8,69.64,65.52,27.0,25,29
32757,Patton Kizzire,2023 THE PLAYERS Championship,59.72,287.1,48.21,37.93,27.0,29,28
33413,Ben Martin,2023 THE PLAYERS Championship,59.72,281.8,62.5,62.07,28.0,30,26
49947,Taylor Moore,2023 THE PLAYERS Championship,59.72,289.0,58.93,58.62,28.0,24,27
50095,Austin Smotherman,2023 THE PLAYERS Championship,59.72,285.8,64.29,51.72,27.25,28,26
30927,Brendon Todd,2023 THE PLAYERS Championship,59.72,276.4,67.86,58.62,27.25,23,27
57366,Cameron Young,2023 THE PLAYERS Championship,59.72,299.4,51.79,58.62,28.5,27,29
45157,Cam Davis,2023 THE PLAYERS Championship,58.33,301.4,48.21,70.0,26.0,27,22
46442,Maverick McNealy,2023 THE PLAYERS Championship,58.33,286.3,57.14,63.33,27.0,27,26
40250,Taylor Pendrith,2023 THE PLAYERS Championship,58.33,294.0,62.5,50.0,29.75,27,30
46340,Alex Smalley,2023 THE PLAYERS Championship,58.33,296.0,64.29,63.33,28.5,30,28
51766,Wyndham Clark,2023 THE PLAYERS Championship,56.94,301.1,62.5,70.97,26.5,26,25
47591,Eric Cole,2023 THE PLAYERS Championship,56.94,291.0,64.29,58.06,26.75,23,29
39546,Keith Mitchell,2023 THE PLAYERS Championship,56.94,300.9,50.0,51.61,25.75,29,23
40115,Adam Svensson,2023 THE PLAYERS Championship,56.94,276.3,67.86,70.97,26.25,24,23
33448,Justin Thomas,2023 THE PLAYERS Championship,56.94,292.8,64.29,64.52,27.75,29,28
29478,Kevin Kisner,2023 THE PLAYERS Championship,55.56,273.9,48.21,50.0,29.0,27,29
52374,Brandon Wu,2023 THE PLAYERS Championship,55.56,288.3,50.0,53.13,26.0,27,24
37275,Sam Ryder,2023 THE PLAYERS Championship,54.17,282.5,67.86,63.64,25.75,25,24
50493,Justin Suh,2023 THE PLAYERS Championship,54.17,286.5,55.36,66.67,26.0,26,29
22371,Aaron Baddeley,2023 THE PLAYERS Championship,52.78,269.5,55.36,55.88,27.5,29,27
55789,Taylor Montgomery,2023 THE PLAYERS Championship,52.78,282.5,50.0,64.71,24.75,24,27
47983,Chad Ramey,2023 THE PLAYERS Championship,52.78,281.9,71.43,70.59,24.75,24,24
33948,Byeong Hun An,2023 THE PLAYERS Championship,51.39,295.9,41.07,71.43,26.0,23,26
51634,Sahith Theegala,2023 THE PLAYERS Championship,51.39,295.4,60.71,51.43,28.0,29,26
58168,Davis Thompson,2023 THE PLAYERS Championship,51.39,302.9,55.36,60.0,26.25,29,24
24502,Adam Scott,2023 THE PLAYERS Championship,50.0,297.0,50.0,66.67,26.75,28,25
30692,Scott Stallings,2023 THE PLAYERS Championship,50.0,295.9,57.14,61.11,26.5,26,28
34610,Matthias Schwab,2023 THE PLAYERS Championship,48.61,288.8,62.5,75.68,26.0,26,26
